id,gid,x,y,v_x,v_y,radius,time
2,1,-4.527563,-1.484113,-1.201599,0.140526,0.750000,4.100000
0,0,-4.742739,0.094866,1.079297,0.473460,0.750000,4.200000
1,0,-3.424145,1.284860,1.262520,0.008996,0.750000,4.200000
2,1,-4.638564,-1.461027,-1.110004,0.230862,0.750000,4.200000
0,0,-4.629597,0.126034,1.131420,0.311688,0.750000,4.300000
1,0,-3.286924,1.290412,1.372208,0.055523,0.750000,4.300000
2,1,-4.746608,-1.431323,-1.080440,0.297036,0.750000,4.300000
0,0,-4.496174,0.145326,1.334233,0.192919,0.750000,4.400000
1,0,-3.158100,1.292111,1.288247,0.016985,0.750000,4.400000
2,1,-4.875050,-1.413993,-1.284423,0.173307,0.750000,4.400000
0,0,-4.376883,0.151093,1.192906,0.057672,0.750000,4.500000
1,0,-3.007418,1.255805,1.506816,-0.363056,0.750000,4.500000
2,1,-5.005970,-1.379245,-1.309204,0.347476,0.750000,4.500000
0,0,-4.257913,0.156059,1.189697,0.049656,0.750000,4.600000
1,0,-2.868781,1.224636,1.386368,-0.311689,0.750000,4.600000
2,1,-5.133939,-1.348984,-1.279688,0.302614,0.750000,4.600000
0,0,-4.142844,0.155460,1.150688,-0.005991,0.750000,4.700000
1,0,-2.723879,1.201943,1.449022,-0.226938,0.750000,4.700000
2,1,-5.248541,-1.339622,-1.146018,0.093620,0.750000,4.700000
0,0,-4.030263,0.140950,1.125818,-0.145099,0.750000,4.800000
1,0,-2.589013,1.178053,1.348657,-0.238891,0.750000,4.800000
2,1,-5.376929,-1.327211,-1.283874,0.124103,0.750000,4.800000
0,0,-3.903654,0.107630,1.266085,-0.333198,0.750000,4.900000
1,0,-2.460979,1.141155,1.280348,-0.368987,0.750000,4.900000
2,1,-5.507159,-1.315669,-1.302299,0.115421,0.750000,4.900000
0,0,-3.779048,0.049771,1.246059,-0.578593,0.750000,5.000000
1,0,-2.315164,1.107542,1.458141,-0.336126,0.750000,5.000000
2,1,-5.645308,-1.326865,-1.381490,-0.111961,0.750000,5.000000
0,0,-3.667320,-0.001061,1.117282,-0.508321,0.750000,5.100000
1,0,-2.165142,1.119261,1.500228,0.117189,0.750000,5.100000
2,1,-5.776700,-1.323692,-1.313925,0.031732,0.750000,5.100000
0,0,-3.562210,-0.033234,1.051105,-0.321729,0.750000,5.200000
1,0,-2.019244,1.128585,1.458971,0.093235,0.750000,5.200000
2,1,-5.903142,-1.297508,-1.264420,0.261839,0.750000,5.200000
0,0,-3.432337,-0.053361,1.298729,-0.201266,0.750000,5.300000
1,0,-1.890617,1.133036,1.286276,0.044511,0.750000,5.300000
2,1,-6.025794,-1.274107,-1.226522,0.234011,0.750000,5.300000
0,0,-3.317593,-0.065266,1.147435,-0.119049,0.750000,5.400000
1,0,-1.745646,1.134911,1.449708,0.018749,0.750000,5.400000
2,1,-6.152107,-1.242744,-1.263124,0.313628,0.750000,5.400000
0,0,-3.192184,-0.067911,1.254093,-0.026454,0.750000,5.500000
1,0,-1.615431,1.128365,1.302156,-0.065453,0.750000,5.500000
2,1,-6.272375,-1.207112,-1.202684,0.356329,0.750000,5.500000
0,0,-3.073290,-0.056760,1.188935,0.111509,0.750000,5.600000
1,0,-1.486236,1.131020,1.291944,0.026543,0.750000,5.600000
2,1,-6.411334,-1.189259,-1.389589,0.178523,0.750000,5.600000
0,0,-2.949572,-0.063525,1.237185,-0.067652,0.750000,5.700000
1,0,-1.363167,1.153885,1.230693,0.228654,0.750000,5.700000
2,1,-6.551689,-1.176528,-1.403553,0.127310,0.750000,5.700000
0,0,-2.823683,-0.056125,1.258887,0.074007,0.750000,5.800000
1,0,-1.238059,1.158689,1.251082,0.048039,0.750000,5.800000
2,1,-6.685531,-1.156448,-1.338417,0.200804,0.750000,5.800000
0,0,-2.694835,-0.058566,1.288477,-0.024410,0.750000,5.900000
1,0,-1.124852,1.187223,1.132069,0.285339,0.750000,5.900000
2,1,-6.824282,-1.139037,-1.387511,0.174109,0.750000,5.900000
0,0,-2.560661,-0.049498,1.341745,0.090674,0.750000,6.000000
1,0,-1.009972,1.201313,1.148800,0.140901,0.750000,6.000000
2,1,-6.954721,-1.128959,-1.304384,0.100782,0.750000,6.000000
0,0,-2.434302,-0.054660,1.263588,-0.051622,0.750000,6.100000
1,0,-0.869185,1.210705,1.407871,0.093919,0.750000,6.100000
2,1,-7.070447,-1.118374,-1.157265,0.105847,0.750000,6.100000
0,0,-2.289860,-0.089112,1.444419,-0.344520,0.750000,6.200000
1,0,-0.724784,1.214505,1.444007,0.037998,0.750000,6.200000
2,1,-7.200176,-1.089145,-1.297289,0.292293,0.750000,6.200000
0,0,-2.146414,-0.116702,1.434463,-0.275899,0.750000,6.300000
1,0,-0.584594,1.217870,1.401902,0.033654,0.750000,6.300000
2,1,-7.314565,-1.054982,-1.143895,0.341624,0.750000,6.300000
0,0,-2.005603,-0.129357,1.408109,-0.126543,0.750000,6.400000
1,0,-0.436263,1.214005,1.483311,-0.038650,0.750000,6.400000
2,1,-7.445605,-1.024503,-1.310397,0.304794,0.750000,6.400000
0,0,-1.853182,-0.140827,1.524211,-0.114701,0.750000,6.500000
1,0,-0.288227,1.184587,1.480355,-0.294178,0.750000,6.500000
2,1,-7.575783,-1.013662,-1.301774,0.108412,0.750000,6.500000
